"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","cartres","logres"
1963,1979,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","","","","","","","","","Yes","No","Yes","No","","","","Study first","Yes","Yes","","No","Giving","No","Yes","","No","","Cool headed","Standard hours","","","Yes","Yes","No","Yes","A.M.","","Start","Yes","No","","Yes","Yes","No","","Yes","","","","Talk","Technology","No","","Yes","Yes","Yes","Supportive","No","","","Cautious","","Umm...","No","Space","No","In-person","","","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","No","","Optimist","Dad","","Yes","Yes","Yes","Check!","Yes","","No","Yes","Yes","Yes","","","","",FALSE,FALSE
1966,1976,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","No","TMI","No","Yes","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No",TRUE,FALSE
1968,1991,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","No","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","No","Yes","Yes","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes",FALSE,FALSE
1975,1979,"Male","$50,000 - $74,999","Married (w/kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","No","Yes","No","P.M.","Yes","End","No","Yes","","","","","","","","","","","","","","","","","Supportive","Yes","Mac","Yes","","","","","","","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","No","No","","","","No","Own","Pessimist","Dad","Yes","No","No","Yes","","","Yes","Yes","Yes","No","No","Yes","No","No","No",TRUE,FALSE
1978,1955,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1982,1973,"Male","","Married (w/kids)","","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","","","","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","No","Yay people!","Yes","No","Yes","No","No","No","Yes","","","","No","","Own","Optimist","Mom","No","Yes","No","Yes","Nope","No","No","No","Yes","No","No","","","No","Yes",TRUE,FALSE
1995,1977,"Male","$50,000 - $74,999","Domestic Partners (no kids)","Current Undergraduate","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","Yes","No","Hot headed","Odd hours","Yes","Right","No","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Own","Pessimist","Dad","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes",TRUE,FALSE
1999,1992,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","","","No","Yes","No","No","Art","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","End","No","No","Circumstances","No","No","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","","","","","Online","Yes","No","","Yes","Grrr people","No","","","No","Yes","Yes","No","No","No","No","No","No","Own","Pessimist","Mom","","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",FALSE,FALSE
2002,1983,"Male","over $150,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","No","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","TMI","No","No","Talk","People","No","No","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","No","No","No",TRUE,FALSE
2014,1998,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","PC","No","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","Yes","","","","Yes","Yes","Yes","","","Yes",FALSE,FALSE
2028,1984,"Male","under $25,000","Single (no kids)","Associate's Degree","","","","","Yes","No","Public","No","No","No","Yes","No","No","Yes","Art","Try first","No","No","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","No","Yes","Grrr people","No","No","No","Yes","No","No","Yes","","No","","","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","","Yes","No","No","No","No","Yes","Yes","No","No","Yes",FALSE,FALSE
2031,1982,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","Yes","No","Giving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","No","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No",TRUE,TRUE
2034,1974,"Female","over $150,000","Married (w/kids)","Doctoral Degree","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","No","No","Receiving","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","PC","Yes","","Yes","","","","","","","","","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","","","","","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","","","","","","","",FALSE,FALSE
2036,1971,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","","No","No","Yes","","","","No","Yes","No","Yes","Yes","","","","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","No","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","","Cautious","","","No","","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","",TRUE,FALSE
2037,1977,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","Yes","No","","","","No","","No","TMI","No","Yes","","","No","","","","","","","","","","","","No","","","","","","","Yes","Grrr people","No","","","Yes","","No","Yes","","","","","","Rent","Pessimist","","No","Yes","Yes","","","","Yes","No","Yes","No","Yes","Only-child","","","",FALSE,FALSE
2040,1986,"Female","over $150,000","Married (no kids)","Bachelor's Degree","Yes","Yes","","","Yes","Yes","Public","","","","No","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","","No","No","","Yes","","Cool headed","Odd hours","No","","","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","","No","","","","No","Mysterious","","","","","Yes","Yes","","","No","","No","","Yes","Cautious","No","","No","","No","","No","Yes","Yes","","","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","","Own","Pessimist","","","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","",TRUE,TRUE
2041,1980,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","A.M.","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","","No","","","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",FALSE,FALSE
2042,1969,"Female","$75,000 - $100,000","Single (no kids)","","","Yes","No","Yes","No","Yes","Public","","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","","Yes","","No","Yes","Yes","","P.M.","No","","Yes","No","Me","No","No","No","No","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","","No","No","","No","","Yes","Cautious","No","Yes!","No","Socialize","No","","","Yes","Yes","Yes","","","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","","","","","","","","","","","","","Yes",TRUE,FALSE
2043,1974,"Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","No","No","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Own","Optimist","Dad","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","No","Yes",TRUE,FALSE
2056,1978,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","Yes","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
2058,1950,"Female","$50,000 - $74,999","Single (w/kids)","Master's Degree","No","No","","","No","No","Private","","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","","Tunes","People","Yes","","","","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","","","","","Yes","Yes","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",FALSE,FALSE
2064,1989,"Male","under $25,000","Single (no kids)","Current Undergraduate","","No","","No","No","No","Public","","Yes","No","Yes","No","Yes","","","Study first","No","","No","No","","No","Yes","Idealist","","Yes","Cool headed","Odd hours","Yes","","Yes","Yes","No","","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","","","","","","","","","","","","","","","Yes","Cautious","","Yes!","No","Socialize","No","In-person","Yes","Yes","No","Yes","Yay people!","Yes","No","No","No","No","No","","No","No","Yes","No","","Rent","Optimist","","No","No","","Yes","Nope","Yes","No","No","Yes","","Yes","Yes","","","Yes",FALSE,FALSE
2069,1992,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","Yes","","","Yes","No","","No","No","","","Yes","Happy","No","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","Supportive","","","Yes","Cautious","Yes","","Yes","Socialize","Yes","In-person","Yes","Yes","Yes","","","","","","","","","","Yes","","","","","Own","Optimist","Dad","No","Yes","Yes","","","","","","","","","","","","",FALSE,FALSE
2080,1945,"Female","under $25,000","Domestic Partners (no kids)","Associate's Degree","","","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","","No","","Yes","Online","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",TRUE,FALSE
2083,1974,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A.M.","Yes","Start","No","No","Me","No","No","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","No","No","",FALSE,FALSE
2087,1953,"Male","over $150,000","Married (no kids)","Associate's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","Yes","A.M.","","Start","Yes","No","Me","No","No","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",TRUE,FALSE
2093,1964,"Male","$50,000 - $74,999","Single (no kids)","Master's Degree","","","","","","","","","","","No","No","Yes","Yes","","","","Yes","","","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
2100,1968,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","","","","","","","","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","No","Yes","Me","Yes","No","Yes","No","No","TMI","","No","","","No","","","","","","","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","No","Grrr people","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",TRUE,FALSE
